round,client_id,task_id,reset_reference_loss,full_reference_loss,V_full,local_seed,initial_state_hash,full_state_hash
20,59,0,1.843118821009374,2.1473467992509354,-0.30422797824156134,2258881,59b84ffc30e85f71e5b668b1d769a9d4d5a6c461d7dbf16671e2211287559b2f,cf68b93be2172c13d6dc2f2e5f9e278762df8c6c7080e412056e8a37553f3758
20,59,1,1.9921684594629334,2.216233563006458,-0.22406510354352438,2258881,e35ed829fd64a6ebd4e30e64319e25e4f0f7ff175617ecbadfa0a90106b47f13,6bf47297fb88fc77a6b6630620843319163a82f705e01c5ef63ef96ca6a08cf5
20,59,2,1.8231101500821671,2.131036894997728,-0.3079267449155607,2258881,2b41c4e6e040d31814fb6f2cbaffefb81d583c3f2c1d898dee001298fb97d2f0,fa12aa7fa2c02e0aa14ae652dfede83d26179db9a6468cf2d45ae6520e75eba5
20,59,3,1.8293277649672959,2.1025997121212763,-0.2732719471539804,2258881,f042d10661d1ae626dcc127bfc487d1069d4367506158e79305d3700a8d44ae4,1accbb5f84a3f84cfd6817bdd9d09743823272cfc1f22d879342b601a0d46c30
20,59,4,1.9283728349492466,2.0950418782002114,-0.16666904325096477,2258881,7968a9ab429ef695fd4fa246dd5cdcf2f337af3708a62599d8c08b9286d8702b,8486aef795c9f1bef52d56d41e05cc731220cf57a89e6c4ee034676331449fe5
20,59,5,1.9229395994492446,2.138928836639873,-0.21598923719062824,2258881,3560304b1fa9af0804a211313ec7952f9460a72034febec3276e228f0861fe8e,2ec8330e055b9e97363d7ba480072728db33408795f1760302ad237702d5844a
20,59,6,1.9310489463975977,2.1571053855680162,-0.2260564391704185,2258881,8aad1ffaf335dd032544bf1a51754bbad1c2a2dcd2d26291e3840424da2ae70a,528e012cc6e4a4248af995eb0507f00980718c290123910b34fabcb6a7b729d7
20,59,7,1.8480293404830201,2.197447013923726,-0.34941767344070596,2258881,076e3af26887cf368aba958b86c4ede8b58af005418ff9c94248013bba1b8b2c,8c39134f426e7724c4c2f6efe944bea192a80941e82c2d316fe2497272248aa5
20,59,8,2.0379543558260984,2.13935512960743,-0.10140077378133139,2258881,9da54c96c176702624c2dc8dede378d8964d5b712f6eabe74db5ee0a8a9be8f1,d27132890a80c97f8ead96416e0a204a8bc6640da99eb91fc666e9d20544e23d
20,59,9,1.7705325326404222,2.1825557962336375,-0.4120232635932153,2258881,ceba4642b66cf10698292de379b00643b94597aaca86100766fdf936a3552f3a,ecbbd97d84cfaa19fb8b1ba35021099c304674d526af87432133f01dd12eb07c
20,11,0,1.843118821009374,3.228260111065247,-1.3851412900558728,2211025,59b84ffc30e85f71e5b668b1d769a9d4d5a6c461d7dbf16671e2211287559b2f,ffa524474efe2a41dd21a437345e0cc5ab8e09e29f9a4169d812a4edb14314fb
20,11,1,1.9921684594629334,3.232701878305378,-1.2405334188424444,2211025,e35ed829fd64a6ebd4e30e64319e25e4f0f7ff175617ecbadfa0a90106b47f13,47e45a4880183119f2d19ddcd756f6d8b949dd0f820c259420de93b5e1afd420
20,11,2,1.8231101500821671,3.2299384524632315,-1.4068283023810644,2211025,2b41c4e6e040d31814fb6f2cbaffefb81d583c3f2c1d898dee001298fb97d2f0,5eea1b6e200b7e3b50ab42f6eb6dc7b9c00139e38c42825a72314648b87cfd4a
20,11,3,1.8293277649672959,3.1757609581399096,-1.3464331931726137,2211025,f042d10661d1ae626dcc127bfc487d1069d4367506158e79305d3700a8d44ae4,0f01b4ac67e2020ed4610128889d3a4074b7ab3a5c314cffbaf6a5279f3792b2
20,11,4,1.9283728349492466,3.1822599526774766,-1.25388711772823,2211025,7968a9ab429ef695fd4fa246dd5cdcf2f337af3708a62599d8c08b9286d8702b,54741798d8f32219cea528c29a98b34fcc280d24ec4cf3ddacc081fa6b536a0f
20,11,5,1.9229395994492446,3.1933418055383678,-1.2704022060891231,2211025,3560304b1fa9af0804a211313ec7952f9460a72034febec3276e228f0861fe8e,b001c0a4f19ca739180a190ba1ff368486c4662f83d7b1b903ba3e344b7c9a39
20,11,6,1.9310489463975977,3.185845589432859,-1.2547966430352613,2211025,8aad1ffaf335dd032544bf1a51754bbad1c2a2dcd2d26291e3840424da2ae70a,5207d7a43373925e7debd676710beacd15deb04b7ee93507ec0b9bc3500b94c5
20,11,7,1.8480293404830201,3.1437520505642502,-1.29572271008123,2211025,076e3af26887cf368aba958b86c4ede8b58af005418ff9c94248013bba1b8b2c,0ddf5769288b57ea0b2630889ce1a0395073f0cc9f69f3b7580524d63fcbbfb0
20,11,8,2.0379543558260984,3.211073329884645,-1.1731189740585464,2211025,9da54c96c176702624c2dc8dede378d8964d5b712f6eabe74db5ee0a8a9be8f1,d20ea12124e9c594298f8c80bb77a77c1cc2c026deca05d4aa99af51b9714d37
20,11,9,1.7705325326404222,3.144338521470461,-1.3738059888300387,2211025,ceba4642b66cf10698292de379b00643b94597aaca86100766fdf936a3552f3a,4014013bf4b61a5fbe6f5ab23dbdaae9f433bcc14d3074553913fff84c053596
20,2,0,1.843118821009374,4.071607748191854,-2.2284889271824797,2202052,59b84ffc30e85f71e5b668b1d769a9d4d5a6c461d7dbf16671e2211287559b2f,d19e3c42064ec4a0ea15f70fc806ac48f6bb1c5e08d3db9c86b0600a41c562b2
20,2,1,1.9921684594629334,4.117910629944738,-2.125742170481805,2202052,e35ed829fd64a6ebd4e30e64319e25e4f0f7ff175617ecbadfa0a90106b47f13,7278c78e41cd091f91ea4b4092a0662bd7e25b970d847c360a5108278ea563f0
20,2,2,1.8231101500821671,4.038220579656045,-2.215110429573878,2202052,2b41c4e6e040d31814fb6f2cbaffefb81d583c3f2c1d898dee001298fb97d2f0,72e85cbd3fe53f238050cf7efc76eb1bd4404a910c5c48274ba4e75e4457c13d
20,2,3,1.8293277649672959,3.9247671775100663,-2.0954394125427704,2202052,f042d10661d1ae626dcc127bfc487d1069d4367506158e79305d3700a8d44ae4,3033c9fe6f6306e613b9302c9db1f4d8aed24debdc769a7a25081ab0dcfb6291
20,2,4,1.9283728349492466,3.99318095374706,-2.0648081187978136,2202052,7968a9ab429ef695fd4fa246dd5cdcf2f337af3708a62599d8c08b9286d8702b,c5edb44fee260b387c3e86304bb6aac13604bec3ce076a07b7792d007e7a43ef
20,2,5,1.9229395994492446,4.2022822912059405,-2.279342691756696,2202052,3560304b1fa9af0804a211313ec7952f9460a72034febec3276e228f0861fe8e,197aa2c4ec6c940eeeb87bdb5aac9bf71bfed54ac77466d5779b566ea04a5a12
20,2,6,1.9310489463975977,4.103395148164441,-2.172346201766843,2202052,8aad1ffaf335dd032544bf1a51754bbad1c2a2dcd2d26291e3840424da2ae70a,ca34c0bf933dbd3b15221cf5be49fca956184ce31dc346e6bd7fb91823c8a8c6
20,2,7,1.8480293404830201,4.05220438396902,-2.204175043486,2202052,076e3af26887cf368aba958b86c4ede8b58af005418ff9c94248013bba1b8b2c,ecc1620f07daaaf82a2efb01a23623f024377686d4f333d433a865d20daa6bf1
20,2,8,2.0379543558260984,4.103207656671129,-2.065253300845031,2202052,9da54c96c176702624c2dc8dede378d8964d5b712f6eabe74db5ee0a8a9be8f1,bcffccd23a85de9d98f8dfc33ee7fd8af1c15840696a98df5e5454017d700617
20,2,9,1.7705325326404222,4.284830393172855,-2.5142978605324324,2202052,ceba4642b66cf10698292de379b00643b94597aaca86100766fdf936a3552f3a,10ab8dfbbad2347ef15135b16e80dc334300d8b4f321163d006dc7be7e5edfd9
20,95,0,1.843118821009374,2.798889577805881,-0.9557707567965068,2294773,59b84ffc30e85f71e5b668b1d769a9d4d5a6c461d7dbf16671e2211287559b2f,05d327b73f74a393042d67019225142a833a721ca08f227b599423ca79047c4e
20,95,1,1.9921684594629334,3.04258585539566,-1.0504173959327265,2294773,e35ed829fd64a6ebd4e30e64319e25e4f0f7ff175617ecbadfa0a90106b47f13,c03b338f809715e9472df056879e022e921595efba0bea08e18c2e60c957784d
20,95,2,1.8231101500821671,2.841424163622647,-1.0183140135404798,2294773,2b41c4e6e040d31814fb6f2cbaffefb81d583c3f2c1d898dee001298fb97d2f0,19028bdb1d9f46b90d56f262fd54d6bae2af4a96bfe73b58c73e7f3a9ec28837
20,95,3,1.8293277649672959,2.8991865484615493,-1.0698587834942535,2294773,f042d10661d1ae626dcc127bfc487d1069d4367506158e79305d3700a8d44ae4,8f32562926e41707f8dc459b79c49e68eedbd6378518c73f33c198116a3cd214
20,95,4,1.9283728349492466,2.849603421490027,-0.9212305865407804,2294773,7968a9ab429ef695fd4fa246dd5cdcf2f337af3708a62599d8c08b9286d8702b,98ae273b06db3963adbfc26f0a588a7025dcb8ace45f87caf90c069f45d4b630
20,95,5,1.9229395994492446,2.8312634069226026,-0.908323807473358,2294773,3560304b1fa9af0804a211313ec7952f9460a72034febec3276e228f0861fe8e,681e34ae89ad5938bbd0db8d9279e4670721d97fb0d71dfbc0d4581cad37ab98
20,95,6,1.9310489463975977,2.8116114185579355,-0.8805624721603378,2294773,8aad1ffaf335dd032544bf1a51754bbad1c2a2dcd2d26291e3840424da2ae70a,efe0ab14e7f4e669ffaa45ba62844d464c8204aa53db2782895a3eb02591e47d
20,95,7,1.8480293404830201,2.945230372919839,-1.0972010324368189,2294773,076e3af26887cf368aba958b86c4ede8b58af005418ff9c94248013bba1b8b2c,875ffa82c1d5cc63434d12cb1d6aca81e85fa32ae23ac663aa80a518633f147e
20,95,8,2.0379543558260984,2.8547747329379107,-0.8168203771118123,2294773,9da54c96c176702624c2dc8dede378d8964d5b712f6eabe74db5ee0a8a9be8f1,5072446376280278e33d49e988b559ee28c8bb2d1b712f3b8234d4ee5b3b358a
20,95,9,1.7705325326404222,2.903422659327865,-1.132890126687443,2294773,ceba4642b66cf10698292de379b00643b94597aaca86100766fdf936a3552f3a,dee5394a9ef8b8a6f240937a1e04e1cc6d4256ebb04523818aa01f9ad4f4f0c2
20,68,0,1.843118821009374,3.8058964551119097,-1.9627776341025356,2267854,59b84ffc30e85f71e5b668b1d769a9d4d5a6c461d7dbf16671e2211287559b2f,250073c01afa054876da61f35d7b350fdbe2b4f4994d5bb9ea295b72d948c874
20,68,1,1.9921684594629334,3.883309757406495,-1.8911412979435616,2267854,e35ed829fd64a6ebd4e30e64319e25e4f0f7ff175617ecbadfa0a90106b47f13,6ac617c3a56331dcaa1c317f5aadc7445a634044e351844ee4dd57e76fa784a5
20,68,2,1.8231101500821671,3.9128594149973135,-2.089749264915146,2267854,2b41c4e6e040d31814fb6f2cbaffefb81d583c3f2c1d898dee001298fb97d2f0,b70cfa54f3abff93553bc18d16847550b5cfdbb10ccfda3250fdb17056172747
20,68,3,1.8293277649672959,3.9279497900654268,-2.098622025098131,2267854,f042d10661d1ae626dcc127bfc487d1069d4367506158e79305d3700a8d44ae4,20df6b24dcf6989ed17c0bd29135b1d767c35a0c02815d1129aa317e4d15d941
20,68,4,1.9283728349492466,3.8576869493032735,-1.9293141143540269,2267854,7968a9ab429ef695fd4fa246dd5cdcf2f337af3708a62599d8c08b9286d8702b,c028e74c142be14e4b4c4344407752b0fdae080d2fae1e00b4e2512c0a6db208
20,68,5,1.9229395994492446,3.9678010105787065,-2.044861411129462,2267854,3560304b1fa9af0804a211313ec7952f9460a72034febec3276e228f0861fe8e,5458296397a2dd47ddacebfdb4cbac3112100ff814224aff8ba30caac0f98973
20,68,6,1.9310489463975977,3.8489396222505796,-1.917890675852982,2267854,8aad1ffaf335dd032544bf1a51754bbad1c2a2dcd2d26291e3840424da2ae70a,9c75c2259a479c81d2a8eca7d750a5e8f0da9e60edc266b16dd31395eab37460
20,68,7,1.8480293404830201,3.8996972979210485,-2.0516679574380285,2267854,076e3af26887cf368aba958b86c4ede8b58af005418ff9c94248013bba1b8b2c,eb88bbe1b0317b72393618ff6f953630ec0ca32d115aa20eb07df7db29be303f
20,68,8,2.0379543558260984,3.8883398045424156,-1.8503854487163172,2267854,9da54c96c176702624c2dc8dede378d8964d5b712f6eabe74db5ee0a8a9be8f1,bba28988c184faedec989ffaeff1ef2b7608dda4ac00278cb02f54af3514b2c7
20,68,9,1.7705325326404222,3.8658135613214064,-2.095281028680984,2267854,ceba4642b66cf10698292de379b00643b94597aaca86100766fdf936a3552f3a,ed5a6e53cdb6d4fdb3d4dc53c9a5fc5659735276f3189ab5f3f16302dbd47e2f
20,28,0,1.843118821009374,2.242590873288628,-0.39947205227925386,2227974,59b84ffc30e85f71e5b668b1d769a9d4d5a6c461d7dbf16671e2211287559b2f,e5193b8db2f9087809dff9c2b34b1ee6e095b005f1d13d2d5f2054eb69d174e4
20,28,1,1.9921684594629334,2.1805490112287846,-0.18838055176585122,2227974,e35ed829fd64a6ebd4e30e64319e25e4f0f7ff175617ecbadfa0a90106b47f13,9d5761ad85649de8af079beec9de1eea0e14db8307185c07a86479977aa61561
20,28,2,1.8231101500821671,2.344915968440506,-0.5218058183583387,2227974,2b41c4e6e040d31814fb6f2cbaffefb81d583c3f2c1d898dee001298fb97d2f0,f0eda02f710223c3481e064ab88b882afca4dadffe153900df53916d875d301c
20,28,3,1.8293277649672959,2.28628953614513,-0.4569617711778342,2227974,f042d10661d1ae626dcc127bfc487d1069d4367506158e79305d3700a8d44ae4,b60f849a9fe9da9885a84bbf6527d5b02ee4568189ae1afc4481d9ff76039ea3
20,28,4,1.9283728349492466,2.338497783933991,-0.4101249489847443,2227974,7968a9ab429ef695fd4fa246dd5cdcf2f337af3708a62599d8c08b9286d8702b,14ff2a634e62765024ffde089b346e7f2804ba29c864fc6884feed8f5e6f4ae8
20,28,5,1.9229395994492446,2.2564583774455502,-0.3335187779963056,2227974,3560304b1fa9af0804a211313ec7952f9460a72034febec3276e228f0861fe8e,1d3676288776e5d79873f08e8df347121da97112b70577a2772810dda6333f1e
20,28,6,1.9310489463975977,2.32878120418354,-0.39773225778594234,2227974,8aad1ffaf335dd032544bf1a51754bbad1c2a2dcd2d26291e3840424da2ae70a,1536a87755cce1518c34bfc651b7f2c566d1f179d991eead09d924874bfff7b3
20,28,7,1.8480293404830201,2.2037330885818256,-0.35570374809880545,2227974,076e3af26887cf368aba958b86c4ede8b58af005418ff9c94248013bba1b8b2c,e0db9621a51cf217ebec1b2c5b25a3731c27aa9406f65f17bdda956be7e0a563
20,28,8,2.0379543558260984,2.3234038770467293,-0.28544952122063094,2227974,9da54c96c176702624c2dc8dede378d8964d5b712f6eabe74db5ee0a8a9be8f1,8e80662eaffd3024fcc102d8393efa5fb7d2596f69e0551cdc94b473a25afc1f
20,28,9,1.7705325326404222,2.229313249942251,-0.458780717301829,2227974,ceba4642b66cf10698292de379b00643b94597aaca86100766fdf936a3552f3a,f4f7d286eae960f8942c3536b736ad3b63d1250f7c1553e24c007980a8e1f46d
20,60,0,1.843118821009374,2.0127813922278777,-0.1696625712185036,2259878,59b84ffc30e85f71e5b668b1d769a9d4d5a6c461d7dbf16671e2211287559b2f,81291aa82aba98c1f640639bebf3c7b82c967aed5bed701627446b003be48c24
20,60,1,1.9921684594629334,2.0551655699738403,-0.06299711051090684,2259878,e35ed829fd64a6ebd4e30e64319e25e4f0f7ff175617ecbadfa0a90106b47f13,b04e9fe7376e8cfe498fc2f34e31fb5e193c626832e1faacd0170472a9b5a643
20,60,2,1.8231101500821671,1.9902300862051754,-0.16711993612300824,2259878,2b41c4e6e040d31814fb6f2cbaffefb81d583c3f2c1d898dee001298fb97d2f0,e1c9e7c5c07d3cf18996609590b524584604bc77fde3f56a2092d4574e615b85
20,60,3,1.8293277649672959,2.009412996690206,-0.18008523172291024,2259878,f042d10661d1ae626dcc127bfc487d1069d4367506158e79305d3700a8d44ae4,b22490b60eb89633c24fe70a28bf2498c5b0330c6d5cc592d844d4d9eb001929
20,60,4,1.9283728349492466,2.0263327384744114,-0.09795990352516482,2259878,7968a9ab429ef695fd4fa246dd5cdcf2f337af3708a62599d8c08b9286d8702b,7454843cbe0c23e73fe1569fec7956522b3d7f0a9e73a5202e7f1d1955018b65
20,60,5,1.9229395994492446,2.0355229431840836,-0.11258334373483891,2259878,3560304b1fa9af0804a211313ec7952f9460a72034febec3276e228f0861fe8e,b2f3f238b9a22946c87cc31184eefbadda628f674418c6d1e424ccc5b666414e
20,60,6,1.9310489463975977,1.9883585827864092,-0.05730963638881148,2259878,8aad1ffaf335dd032544bf1a51754bbad1c2a2dcd2d26291e3840424da2ae70a,139374d16542b508001234110b60a37f5e5308a86a2b09cee3df0cc143cdf521
20,60,7,1.8480293404830201,2.001677969136346,-0.15364862865332607,2259878,076e3af26887cf368aba958b86c4ede8b58af005418ff9c94248013bba1b8b2c,7b31507c5da570f58e87baca027323d205900ac49c4784a0ae984d0539e75d83
20,60,8,2.0379543558260984,2.0639123158379222,-0.025957960011823822,2259878,9da54c96c176702624c2dc8dede378d8964d5b712f6eabe74db5ee0a8a9be8f1,c137ca02c494988beb60472193b016d2aff7521d822cd7b833017b1d8c119e68
20,60,9,1.7705325326404222,1.9919683806850712,-0.221435848044649,2259878,ceba4642b66cf10698292de379b00643b94597aaca86100766fdf936a3552f3a,1748ab7bb090fcd8133a6b5a8b3901abf5356e64ad241b3360de3204c4100f2d
20,14,0,1.843118821009374,4.050249291660358,-2.207130470650984,2214016,59b84ffc30e85f71e5b668b1d769a9d4d5a6c461d7dbf16671e2211287559b2f,677714fe313f96055a56b9465763fcca6ff2ba18b6aebf14b94449e26fc01753
20,14,1,1.9921684594629334,4.310423380410641,-2.3182549209477075,2214016,e35ed829fd64a6ebd4e30e64319e25e4f0f7ff175617ecbadfa0a90106b47f13,3218d70c897467f76a82bbd2393f21c01c97bfdb7864efc97a86deeb7d502162
20,14,2,1.8231101500821671,4.110397569058989,-2.287287418976822,2214016,2b41c4e6e040d31814fb6f2cbaffefb81d583c3f2c1d898dee001298fb97d2f0,15cb77c249333a63c4ad775d0d22b52ed8cbb99810f7cbffc6a17c503fb7639f
20,14,3,1.8293277649672959,4.152187534282967,-2.322859769315671,2214016,f042d10661d1ae626dcc127bfc487d1069d4367506158e79305d3700a8d44ae4,9ea77e3655cd3a88b88a032b1d999940a7e329d326e8d088b4b7856d5a4b6aac
20,14,4,1.9283728349492466,4.0820121639580025,-2.153639329008756,2214016,7968a9ab429ef695fd4fa246dd5cdcf2f337af3708a62599d8c08b9286d8702b,36afd3255916e5cc36fe8d98f2865ab580ae753fd7f0d376d6993d5426a816b7
20,14,5,1.9229395994492446,4.089496092174718,-2.1665564927254737,2214016,3560304b1fa9af0804a211313ec7952f9460a72034febec3276e228f0861fe8e,9ef5240267c9326d8e651f5ebf32cec853d33ffbfb91b1a358c8906a1e7b0392
20,14,6,1.9310489463975977,4.133450585032103,-2.202401638634505,2214016,8aad1ffaf335dd032544bf1a51754bbad1c2a2dcd2d26291e3840424da2ae70a,43a410b9eb1824fbaa60c0d203db3d65547b7588d31b18862d343eebb60ee57c
20,14,7,1.8480293404830201,4.17556446286534,-2.3275351223823204,2214016,076e3af26887cf368aba958b86c4ede8b58af005418ff9c94248013bba1b8b2c,3dcb5960c08b4301859682a89e0d587bd02ec9e80254b49d872afecf7b4b9ebe
20,14,8,2.0379543558260984,4.134421252436319,-2.0964668966102202,2214016,9da54c96c176702624c2dc8dede378d8964d5b712f6eabe74db5ee0a8a9be8f1,500e552dea0224c3d886d1c19279894067d9fd4a0cbf312e5c39748daa6d2cc3
20,14,9,1.7705325326404222,4.145150784971846,-2.3746182523314237,2214016,ceba4642b66cf10698292de379b00643b94597aaca86100766fdf936a3552f3a,f8a05b071bb809f246877ae7a34745b214a64802f8e9830c27fe22794703ccfb
40,83,0,1.7544593651780755,1.912677857342313,-0.15821849216423756,4282869,0c3ecd3622aaaf88e35276981e99a264b480c04529f43166c6e1d8c497ddf282,a84afdaa72b9b3eed602254077059c0859d70ed53e4157daca1418df538af196
40,83,1,2.012627956621562,1.9237645962443868,0.08886336037717535,4282869,8bb1dd79db951e95b6cf962f1628ca1b2a90dcfb00d6ce146e3825089c9ee445,1433cfe84ef3bea0a54e68d421e60d49ad1b08af3ecc0205a1b600e39c7230c2
40,83,2,1.6293792157667415,1.9421061270470361,-0.3127269112802946,4282869,323d4b6bc405058a6a074565ac5bd2fb8b9746fa9e9cbbcb026b1557c2fb3aa5,8196c5e3b9ad4ffc8ec55b4bed02a5e29fb52d2bba734fd0dcd08f9713afcabf
40,83,3,1.5547583888811831,1.8684350994974783,-0.3136767106162952,4282869,71687079e9abcd1c815683bf31766e1af335df6beab3575e9c945d6be9714d0f,b690721ba268fe85e60b662bd7e57a57e836c7cbe577d510863c9a6a824d30a9
40,83,4,1.5680617074527354,1.8728540078597327,-0.30479230040699723,4282869,e5983795b4bc9f94ba0119533b1334b3cfd2044e5213067c66c9e4bd7065096d,29d945fbb902bed4c3c93423049085f8fe270df281aac9a024fdbc2f59d5dd6e
40,83,5,1.5295900578630135,1.9026351097402623,-0.3730450518772488,4282869,c005ea4b371eece7598ff63d2ffe5c917c2ea1deb5b0fd757775097c3dfcd88d,0acd64525590ee1a6e5ae5f76858e3d2af4cd678ce41122987cfe10b517fb7f3
40,83,6,1.5772442085168041,1.8853140926671237,-0.30806988415031955,4282869,0d21b0ee52cced968394ceffac95939656f7df17e40bddb5d8d1cd590f0ec7d5,0242408bfaafb6b87a125859391fd6f07574d7b42e92cc1adea768a68478cb2c
40,83,7,1.5642303370955695,1.9196887020286746,-0.3554583649331051,4282869,14764114e7d75b937a0404036a520f62bd788ed29406357937ed0ccab1120bbd,efddd09e9d880de830f9a5e59fa7843478aec00d38e5bd9e16f151fb5265b1f2
40,83,8,1.5858690398788606,1.9634209882156004,-0.3775519483367398,4282869,54cbb618aa79e38e7cc9455540c03ad239f565927862706215bbe1c7e53a44c3,704ad685d4852d871a22f1bb400eda97986b77acf2e730cedde5c33ae18083b7
40,83,9,1.4909626256702617,1.8936957335457016,-0.4027331078754399,4282869,09e91b32f125e2cfc2aea596f99a386e83c7baa7bef8d95b251a8fa27dba3568,f3ea6418224d78d99e3d09a8d4d85ecedc51efc059126eba75ee3c9ce5d4ecfe
40,93,0,1.7544593651780755,3.9345237869562952,-2.1800644217782197,4292839,0c3ecd3622aaaf88e35276981e99a264b480c04529f43166c6e1d8c497ddf282,d9fb6b309ce723a16dd9629250ad1b62b529e640aeae1a92ab1a1243ad09127f
40,93,1,2.012627956621562,3.979189669119444,-1.966561712497882,4292839,8bb1dd79db951e95b6cf962f1628ca1b2a90dcfb00d6ce146e3825089c9ee445,79772866dddde54feec56e12790c1d5514da627b1186bf08dcf4604094cfb101
40,93,2,1.6293792157667415,3.929121368338477,-2.2997421525717354,4292839,323d4b6bc405058a6a074565ac5bd2fb8b9746fa9e9cbbcb026b1557c2fb3aa5,9e210d755ef9a3491802e5933a1ddc2215ea3d01be08919d213ed032fee4310f
