round,metric,task_left,task_right,client_rank_spearman
40,G,2,4,0.7818181818181819
40,G,2,5,0.9757575757575757
40,G,2,6,0.9878787878787879
40,G,2,7,0.9757575757575757
40,G,2,8,0.9393939393939394
40,G,2,9,0.9515151515151515
40,G,3,4,0.7818181818181819
40,G,3,5,0.9636363636363636
40,G,3,6,0.9878787878787879
40,G,3,7,0.9757575757575757
40,G,3,8,0.9151515151515152
40,G,3,9,0.9272727272727272
40,G,4,5,0.8181818181818182
40,G,4,6,0.793939393939394
40,G,4,7,0.7818181818181819
40,G,4,8,0.696969696969697
40,G,4,9,0.7696969696969697
40,G,5,6,0.9878787878787879
40,G,5,7,0.9757575757575757
40,G,5,8,0.9393939393939394
40,G,5,9,0.9515151515151515
40,G,6,7,0.9878787878787879
40,G,6,8,0.9515151515151515
40,G,6,9,0.9636363636363636
40,G,7,8,0.9151515151515152
40,G,7,9,0.9393939393939394
40,G,8,9,0.9878787878787879
1,A,0,1,0.9878787878787879
1,A,0,2,0.9757575757575757
1,A,0,3,0.9757575757575757
1,A,0,4,0.9757575757575757
1,A,0,5,0.9878787878787879
1,A,0,6,0.9757575757575757
1,A,0,7,0.9878787878787879
1,A,0,8,0.9878787878787879
1,A,0,9,0.9878787878787879
1,A,1,2,0.9636363636363636
1,A,1,3,0.9878787878787879
1,A,1,4,0.9636363636363636
1,A,1,5,0.9757575757575757
1,A,1,6,0.9878787878787879
1,A,1,7,0.9757575757575757
1,A,1,8,0.9757575757575757
1,A,1,9,0.9757575757575757
1,A,2,3,0.9393939393939394
1,A,2,4,0.9393939393939394
1,A,2,5,0.9515151515151515
1,A,2,6,0.9757575757575757
1,A,2,7,0.9515151515151515
1,A,2,8,0.9515151515151515
1,A,2,9,0.9515151515151515
1,A,3,4,0.9515151515151515
1,A,3,5,0.9878787878787879
1,A,3,6,0.9636363636363636
1,A,3,7,0.9878787878787879
1,A,3,8,0.9878787878787879
1,A,3,9,0.9878787878787879
1,A,4,5,0.9636363636363636
1,A,4,6,0.9515151515151515
1,A,4,7,0.9636363636363636
1,A,4,8,0.9636363636363636
1,A,4,9,0.9636363636363636
1,A,5,6,0.9515151515151515
1,A,5,7,1.0
1,A,5,8,1.0
1,A,5,9,1.0
1,A,6,7,0.9515151515151515
1,A,6,8,0.9515151515151515
1,A,6,9,0.9515151515151515
1,A,7,8,1.0
1,A,7,9,1.0
1,A,8,9,1.0
20,A,0,1,0.8666666666666667
20,A,0,2,0.7212121212121212
20,A,0,3,0.9393939393939394
20,A,0,4,0.7454545454545455
20,A,0,5,0.8545454545454545
20,A,0,6,0.7818181818181819
20,A,0,7,0.7212121212121212
20,A,0,8,0.6848484848484848
20,A,0,9,0.9515151515151515
20,A,1,2,0.4303030303030303
20,A,1,3,0.9151515151515152
20,A,1,4,0.5151515151515151
20,A,1,5,0.7212121212121212
20,A,1,6,0.6484848484848484
20,A,1,7,0.44242424242424244
20,A,1,8,0.45454545454545453
20,A,1,9,0.793939393939394
20,A,2,3,0.5878787878787879
20,A,2,4,0.9757575757575757
20,A,2,5,0.8424242424242424
20,A,2,6,0.6848484848484848
20,A,2,7,0.7818181818181819
20,A,2,8,0.9393939393939394
20,A,2,9,0.7575757575757576
20,A,3,4,0.6363636363636364
20,A,3,5,0.7454545454545455
20,A,3,6,0.7575757575757576
20,A,3,7,0.6606060606060606
20,A,3,8,0.6
20,A,3,9,0.8787878787878788
20,A,4,5,0.8787878787878788
20,A,4,6,0.7454545454545455
20,A,4,7,0.806060606060606
20,A,4,8,0.9757575757575757
20,A,4,9,0.793939393939394
20,A,5,6,0.7454545454545455
20,A,5,7,0.6727272727272727
20,A,5,8,0.7818181818181819
20,A,5,9,0.8303030303030303
20,A,6,7,0.6484848484848484
20,A,6,8,0.7212121212121212
20,A,6,9,0.7333333333333333
20,A,7,8,0.806060606060606
20,A,7,9,0.8666666666666667
20,A,8,9,0.7454545454545455
40,A,0,1,0.9636363636363636
40,A,0,2,0.9272727272727272
40,A,0,3,0.9515151515151515
40,A,0,4,0.6121212121212121
40,A,0,5,0.9151515151515152
40,A,0,6,0.9393939393939394
40,A,0,7,0.9515151515151515
40,A,0,8,0.8666666666666667
40,A,0,9,0.8545454545454545
40,A,1,2,0.9030303030303031
40,A,1,3,0.8909090909090909
40,A,1,4,0.5636363636363636
40,A,1,5,0.9030303030303031
40,A,1,6,0.9151515151515152
40,A,1,7,0.9393939393939394
40,A,1,8,0.8909090909090909
40,A,1,9,0.8787878787878788
40,A,2,3,0.9757575757575757
40,A,2,4,0.7818181818181819
40,A,2,5,0.9757575757575757
40,A,2,6,0.9878787878787879
40,A,2,7,0.9757575757575757
40,A,2,8,0.9393939393939394
40,A,2,9,0.9515151515151515
40,A,3,4,0.7818181818181819
40,A,3,5,0.9636363636363636
40,A,3,6,0.9878787878787879
40,A,3,7,0.9757575757575757
40,A,3,8,0.9151515151515152
40,A,3,9,0.9272727272727272
40,A,4,5,0.8181818181818182
40,A,4,6,0.793939393939394
40,A,4,7,0.7818181818181819
40,A,4,8,0.696969696969697
40,A,4,9,0.7696969696969697
40,A,5,6,0.9878787878787879
40,A,5,7,0.9757575757575757
40,A,5,8,0.9393939393939394
40,A,5,9,0.9515151515151515
40,A,6,7,0.9878787878787879
40,A,6,8,0.9515151515151515
40,A,6,9,0.9636363636363636
40,A,7,8,0.9151515151515152
40,A,7,9,0.9393939393939394
40,A,8,9,0.9878787878787879
1,D,0,1,0.9862068965517241
1,D,0,2,0.9586206896551724
1,D,0,3,0.9724137931034482
1,D,0,4,0.9862068965517241
1,D,0,5,0.9724137931034482
1,D,0,6,0.9586206896551724
1,D,0,7,0.9862068965517241
1,D,0,8,0.9724137931034482
1,D,0,9,0.9724137931034482
1,D,1,2,0.9862068965517241
1,D,1,3,0.9862068965517241
1,D,1,4,1.0
1,D,1,5,0.9862068965517241
1,D,1,6,0.9862068965517241
1,D,1,7,0.9724137931034482
1,D,1,8,0.9448275862068966
1,D,1,9,0.9862068965517241
1,D,2,3,0.9724137931034482
1,D,2,4,0.9862068965517241
1,D,2,5,0.9724137931034482
1,D,2,6,0.9724137931034482
1,D,2,7,0.9448275862068966
1,D,2,8,0.9310344827586207
1,D,2,9,0.9724137931034482
1,D,3,4,0.9862068965517241
1,D,3,5,1.0
1,D,3,6,0.9586206896551724
1,D,3,7,0.9862068965517241
1,D,3,8,0.9586206896551724
1,D,3,9,1.0
1,D,4,5,0.9862068965517241
1,D,4,6,0.9862068965517241
1,D,4,7,0.9724137931034482
1,D,4,8,0.9448275862068966
1,D,4,9,0.9862068965517241
1,D,5,6,0.9586206896551724
1,D,5,7,0.9862068965517241
1,D,5,8,0.9586206896551724
1,D,5,9,1.0
1,D,6,7,0.9310344827586207
1,D,6,8,0.8896551724137931
1,D,6,9,0.9586206896551724
1,D,7,8,0.9862068965517241
1,D,7,9,0.9862068965517241
1,D,8,9,0.9586206896551724
20,D,0,1,0.8666666666666667
20,D,0,2,0.7212121212121212
20,D,0,3,0.9393939393939394
20,D,0,4,0.7454545454545455
20,D,0,5,0.8545454545454545
20,D,0,6,0.7818181818181819
20,D,0,7,0.7212121212121212
20,D,0,8,0.6848484848484848
20,D,0,9,0.9515151515151515
20,D,1,2,0.4303030303030303
20,D,1,3,0.9151515151515152
20,D,1,4,0.5151515151515151
20,D,1,5,0.7212121212121212
20,D,1,6,0.6484848484848484
20,D,1,7,0.44242424242424244
20,D,1,8,0.45454545454545453
20,D,1,9,0.793939393939394
20,D,2,3,0.5878787878787879
20,D,2,4,0.9757575757575757
20,D,2,5,0.8424242424242424
20,D,2,6,0.6848484848484848
20,D,2,7,0.7818181818181819
20,D,2,8,0.9393939393939394
20,D,2,9,0.7575757575757576
20,D,3,4,0.6363636363636364
20,D,3,5,0.7454545454545455
20,D,3,6,0.7575757575757576
20,D,3,7,0.6606060606060606
20,D,3,8,0.6
20,D,3,9,0.8787878787878788
20,D,4,5,0.8787878787878788
20,D,4,6,0.7454545454545455
20,D,4,7,0.806060606060606
20,D,4,8,0.9757575757575757
20,D,4,9,0.793939393939394
20,D,5,6,0.7454545454545455
20,D,5,7,0.6727272727272727
20,D,5,8,0.7818181818181819
20,D,5,9,0.8303030303030303
20,D,6,7,0.6484848484848484
20,D,6,8,0.7212121212121212
20,D,6,9,0.7333333333333333
20,D,7,8,0.806060606060606
20,D,7,9,0.8666666666666667
20,D,8,9,0.7454545454545455
40,D,0,1,0.9636363636363636
40,D,0,2,0.9272727272727272
40,D,0,3,0.9515151515151515
40,D,0,4,0.6121212121212121
40,D,0,5,0.9151515151515152
40,D,0,6,0.9393939393939394
40,D,0,7,0.9515151515151515
40,D,0,8,0.8666666666666667
40,D,0,9,0.8545454545454545
40,D,1,2,0.9030303030303031
40,D,1,3,0.8909090909090909
40,D,1,4,0.5636363636363636
40,D,1,5,0.9030303030303031
40,D,1,6,0.9151515151515152
40,D,1,7,0.9393939393939394
40,D,1,8,0.8909090909090909
40,D,1,9,0.8787878787878788
40,D,2,3,0.9757575757575757
40,D,2,4,0.7818181818181819
40,D,2,5,0.9757575757575757
40,D,2,6,0.9878787878787879
40,D,2,7,0.9757575757575757
40,D,2,8,0.9393939393939394
40,D,2,9,0.9515151515151515
40,D,3,4,0.7818181818181819
40,D,3,5,0.9636363636363636
40,D,3,6,0.9878787878787879
40,D,3,7,0.9757575757575757
40,D,3,8,0.9151515151515152
40,D,3,9,0.9272727272727272
40,D,4,5,0.8181818181818182
40,D,4,6,0.793939393939394
40,D,4,7,0.7818181818181819
40,D,4,8,0.696969696969697
40,D,4,9,0.7696969696969697
40,D,5,6,0.9878787878787879
40,D,5,7,0.9757575757575757
40,D,5,8,0.9393939393939394
40,D,5,9,0.9515151515151515
40,D,6,7,0.9878787878787879
40,D,6,8,0.9515151515151515
40,D,6,9,0.9636363636363636
40,D,7,8,0.9151515151515152
40,D,7,9,0.9393939393939394
40,D,8,9,0.9878787878787879
1,C,0,1,0.6606060606060606
1,C,0,2,0.296969696969697
1,C,0,3,0.4303030303030303
1,C,0,4,0.1393939393939394
1,C,0,5,-0.16363636363636364
1,C,0,6,0.12727272727272726
1,C,0,7,0.4666666666666667
1,C,0,8,0.6
1,C,0,9,0.6
1,C,1,2,-0.030303030303030304
1,C,1,3,0.6727272727272727
1,C,1,4,-0.04242424242424243
1,C,1,5,-0.05454545454545454
1,C,1,6,0.3090909090909091
1,C,1,7,0.45454545454545453
1,C,1,8,0.5757575757575758
1,C,1,9,0.41818181818181815
1,C,2,3,-0.4303030303030303
1,C,2,4,0.3696969696969697
1,C,2,5,0.05454545454545454
1,C,2,6,0.18787878787878787
1,C,2,7,-0.2
1,C,2,8,-0.15151515151515152
1,C,2,9,0.16363636363636364
1,C,3,4,-0.18787878787878787
1,C,3,5,0.07878787878787878
1,C,3,6,0.18787878787878787
1,C,3,7,0.45454545454545453
1,C,3,8,0.6
1,C,3,9,0.2
1,C,4,5,0.28484848484848485
1,C,4,6,0.7696969696969697
1,C,4,7,0.4303030303030303
1,C,4,8,0.3696969696969697
1,C,4,9,0.6606060606060606
1,C,5,6,0.44242424242424244
1,C,5,7,-0.34545454545454546
1,C,5,8,-0.2727272727272727
1,C,5,9,-0.2
1,C,6,7,0.3575757575757576
1,C,6,8,0.503030303030303
1,C,6,9,0.41818181818181815
1,C,7,8,0.9030303030303031
1,C,7,9,0.793939393939394
1,C,8,9,0.7090909090909091
20,C,0,1,-0.15151515151515152
20,C,0,2,0.7696969696969697
20,C,0,3,0.5515151515151515
20,C,0,4,-0.07878787878787878
20,C,0,5,-0.18787878787878787
20,C,0,6,-0.47878787878787876
20,C,0,7,0.5515151515151515
20,C,0,8,0.5393939393939394
20,C,0,9,0.7090909090909091
20,C,1,2,-0.6121212121212121
20,C,1,3,0.3212121212121212
20,C,1,4,0.06666666666666667
20,C,1,5,0.9030303030303031
20,C,1,6,0.4666666666666667
20,C,1,7,-0.21212121212121213
20,C,1,8,-0.05454545454545454
20,C,1,9,0.006060606060606061
20,C,2,3,0.2606060606060606
20,C,2,4,0.07878787878787878
20,C,2,5,-0.5515151515151515
20,C,2,6,-0.4909090909090909
20,C,2,7,0.2606060606060606
20,C,2,8,0.2606060606060606
20,C,2,9,0.5878787878787879
20,C,3,4,0.34545454545454546
20,C,3,5,0.15151515151515152
20,C,3,6,0.38181818181818183
20,C,3,7,0.3696969696969697
20,C,3,8,0.4666666666666667
20,C,3,9,0.7212121212121212
20,C,4,5,0.1393939393939394
20,C,4,6,0.3575757575757576
20,C,4,7,-0.3212121212121212
20,C,4,8,-0.5515151515151515
20,C,4,9,0.24848484848484848
20,C,5,6,0.3696969696969697
20,C,5,7,-0.38181818181818183
20,C,5,8,-0.3212121212121212
20,C,5,9,0.07878787878787878
20,C,6,7,-0.296969696969697
20,C,6,8,-0.06666666666666667
20,C,6,9,0.10303030303030303
20,C,7,8,0.793939393939394
20,C,7,9,0.21212121212121213
20,C,8,9,0.3333333333333333
40,C,0,1,-0.3333333333333333
40,C,0,2,-0.28484848484848485
40,C,0,3,-0.01818181818181818
40,C,0,4,-0.44242424242424244
40,C,0,5,-0.4303030303030303
40,C,0,6,-0.6
40,C,0,7,0.15151515151515152
40,C,0,8,0.3333333333333333
40,C,0,9,0.9151515151515152
40,C,1,2,0.21212121212121213
40,C,1,3,0.05454545454545454
40,C,1,4,0.3575757575757576
40,C,1,5,0.2606060606060606
40,C,1,6,0.47878787878787876
40,C,1,7,0.15151515151515152
40,C,1,8,0.01818181818181818
40,C,1,9,-0.5151515151515151
40,C,2,3,0.2
40,C,2,4,0.6484848484848484
40,C,2,5,0.8787878787878788
40,C,2,6,0.6727272727272727
40,C,2,7,-0.07878787878787878
40,C,2,8,-0.22424242424242424
40,C,2,9,-0.4303030303030303
40,C,3,4,-0.3090909090909091
40,C,3,5,0.3939393939393939
40,C,3,6,0.15151515151515152
40,C,3,7,-0.18787878787878787
40,C,3,8,-0.5636363636363636
40,C,3,9,0.09090909090909091
40,C,4,5,0.3575757575757576
40,C,4,6,0.696969696969697
40,C,4,7,0.17575757575757575
40,C,4,8,-0.1393939393939394
40,C,4,9,-0.6121212121212121
40,C,5,6,0.6848484848484848
40,C,5,7,-0.05454545454545454
40,C,5,8,-0.3212121212121212
40,C,5,9,-0.45454545454545453
40,C,6,7,0.1393939393939394
40,C,6,8,-0.5757575757575758
40,C,6,9,-0.6
40,C,7,8,0.2
40,C,7,9,0.16363636363636364
40,C,8,9,0.12727272727272726
1,adapted_utility,0,1,0.9878787878787879
1,adapted_utility,0,2,1.0
1,adapted_utility,0,3,0.9878787878787879
1,adapted_utility,0,4,0.9878787878787879
1,adapted_utility,0,5,0.9636363636363636
1,adapted_utility,0,6,0.9878787878787879
1,adapted_utility,0,7,0.9757575757575757
1,adapted_utility,0,8,0.9636363636363636
1,adapted_utility,0,9,0.9393939393939394
1,adapted_utility,1,2,0.9878787878787879
1,adapted_utility,1,3,1.0
1,adapted_utility,1,4,1.0
1,adapted_utility,1,5,0.9757575757575757
1,adapted_utility,1,6,1.0
1,adapted_utility,1,7,0.9878787878787879
1,adapted_utility,1,8,0.9757575757575757
1,adapted_utility,1,9,0.9515151515151515
1,adapted_utility,2,3,0.9878787878787879
1,adapted_utility,2,4,0.9878787878787879
1,adapted_utility,2,5,0.9636363636363636
1,adapted_utility,2,6,0.9878787878787879
1,adapted_utility,2,7,0.9757575757575757
1,adapted_utility,2,8,0.9636363636363636
1,adapted_utility,2,9,0.9393939393939394
1,adapted_utility,3,4,1.0
1,adapted_utility,3,5,0.9757575757575757
1,adapted_utility,3,6,1.0
1,adapted_utility,3,7,0.9878787878787879
1,adapted_utility,3,8,0.9757575757575757
1,adapted_utility,3,9,0.9515151515151515
1,adapted_utility,4,5,0.9757575757575757
1,adapted_utility,4,6,1.0
1,adapted_utility,4,7,0.9878787878787879
1,adapted_utility,4,8,0.9757575757575757
1,adapted_utility,4,9,0.9515151515151515
1,adapted_utility,5,6,0.9757575757575757
1,adapted_utility,5,7,0.9878787878787879
1,adapted_utility,5,8,0.9757575757575757
1,adapted_utility,5,9,0.9878787878787879
1,adapted_utility,6,7,0.9878787878787879
1,adapted_utility,6,8,0.9757575757575757
1,adapted_utility,6,9,0.9515151515151515
1,adapted_utility,7,8,0.9878787878787879
1,adapted_utility,7,9,0.9636363636363636
1,adapted_utility,8,9,0.9515151515151515
20,adapted_utility,0,1,0.8666666666666667
20,adapted_utility,0,2,0.7212121212121212
20,adapted_utility,0,3,0.9393939393939394
20,adapted_utility,0,4,0.7454545454545455
20,adapted_utility,0,5,0.8545454545454545
20,adapted_utility,0,6,0.806060606060606
20,adapted_utility,0,7,0.7212121212121212
20,adapted_utility,0,8,0.6848484848484848
20,adapted_utility,0,9,0.9515151515151515
20,adapted_utility,1,2,0.4303030303030303
20,adapted_utility,1,3,0.9151515151515152
20,adapted_utility,1,4,0.5151515151515151
20,adapted_utility,1,5,0.7212121212121212
20,adapted_utility,1,6,0.6848484848484848
20,adapted_utility,1,7,0.44242424242424244
20,adapted_utility,1,8,0.45454545454545453
20,adapted_utility,1,9,0.793939393939394
20,adapted_utility,2,3,0.5878787878787879
20,adapted_utility,2,4,0.9757575757575757
20,adapted_utility,2,5,0.8424242424242424
20,adapted_utility,2,6,0.6727272727272727
20,adapted_utility,2,7,0.7818181818181819
20,adapted_utility,2,8,0.9393939393939394
20,adapted_utility,2,9,0.7575757575757576
20,adapted_utility,3,4,0.6363636363636364
20,adapted_utility,3,5,0.7454545454545455
20,adapted_utility,3,6,0.793939393939394
20,adapted_utility,3,7,0.6606060606060606
20,adapted_utility,3,8,0.6
20,adapted_utility,3,9,0.8787878787878788
20,adapted_utility,4,5,0.8787878787878788
20,adapted_utility,4,6,0.7212121212121212
20,adapted_utility,4,7,0.806060606060606
20,adapted_utility,4,8,0.9757575757575757
20,adapted_utility,4,9,0.793939393939394
20,adapted_utility,5,6,0.7696969696969697
20,adapted_utility,5,7,0.6727272727272727
20,adapted_utility,5,8,0.7818181818181819
20,adapted_utility,5,9,0.8303030303030303
20,adapted_utility,6,7,0.6
20,adapted_utility,6,8,0.6848484848484848
20,adapted_utility,6,9,0.7212121212121212
20,adapted_utility,7,8,0.806060606060606
20,adapted_utility,7,9,0.8666666666666667
20,adapted_utility,8,9,0.7454545454545455
40,adapted_utility,0,1,0.9636363636363636
40,adapted_utility,0,2,0.9272727272727272
40,adapted_utility,0,3,0.9515151515151515
40,adapted_utility,0,4,0.6121212121212121
40,adapted_utility,0,5,0.9151515151515152
40,adapted_utility,0,6,0.9393939393939394
40,adapted_utility,0,7,0.9515151515151515
40,adapted_utility,0,8,0.8666666666666667
40,adapted_utility,0,9,0.8545454545454545
40,adapted_utility,1,2,0.9030303030303031
40,adapted_utility,1,3,0.8909090909090909
40,adapted_utility,1,4,0.5636363636363636
40,adapted_utility,1,5,0.9030303030303031
40,adapted_utility,1,6,0.9151515151515152
40,adapted_utility,1,7,0.9393939393939394
40,adapted_utility,1,8,0.8909090909090909
40,adapted_utility,1,9,0.8787878787878788
40,adapted_utility,2,3,0.9757575757575757
40,adapted_utility,2,4,0.7818181818181819
40,adapted_utility,2,5,0.9757575757575757
40,adapted_utility,2,6,0.9878787878787879
40,adapted_utility,2,7,0.9757575757575757
40,adapted_utility,2,8,0.9393939393939394
40,adapted_utility,2,9,0.9515151515151515
40,adapted_utility,3,4,0.7818181818181819
40,adapted_utility,3,5,0.9636363636363636
40,adapted_utility,3,6,0.9878787878787879
40,adapted_utility,3,7,0.9757575757575757
40,adapted_utility,3,8,0.9151515151515152
40,adapted_utility,3,9,0.9272727272727272
40,adapted_utility,4,5,0.8181818181818182
40,adapted_utility,4,6,0.793939393939394
40,adapted_utility,4,7,0.7818181818181819
40,adapted_utility,4,8,0.696969696969697
40,adapted_utility,4,9,0.7696969696969697
40,adapted_utility,5,6,0.9878787878787879
40,adapted_utility,5,7,0.9757575757575757
40,adapted_utility,5,8,0.9393939393939394
40,adapted_utility,5,9,0.9515151515151515
40,adapted_utility,6,7,0.9878787878787879
40,adapted_utility,6,8,0.9515151515151515
40,adapted_utility,6,9,0.9636363636363636
40,adapted_utility,7,8,0.9151515151515152
40,adapted_utility,7,9,0.9393939393939394
40,adapted_utility,8,9,0.9878787878787879
1,Q,0,1,0.9757575757575757
1,Q,0,2,0.9515151515151515
1,Q,0,3,0.9636363636363636
1,Q,0,4,0.9272727272727272
1,Q,0,5,0.9030303030303031
1,Q,0,6,0.9515151515151515
1,Q,0,7,0.9636363636363636
1,Q,0,8,0.9878787878787879
1,Q,0,9,0.9757575757575757
1,Q,1,2,0.9515151515151515
1,Q,1,3,0.9515151515151515
1,Q,1,4,0.9272727272727272
1,Q,1,5,0.8909090909090909
1,Q,1,6,0.9515151515151515
1,Q,1,7,0.9515151515151515
1,Q,1,8,0.9636363636363636
1,Q,1,9,0.9393939393939394
1,Q,2,3,0.9030303030303031
1,Q,2,4,0.9515151515151515
1,Q,2,5,0.8909090909090909
1,Q,2,6,1.0
1,Q,2,7,0.9030303030303031
1,Q,2,8,0.9393939393939394
1,Q,2,9,0.9272727272727272
1,Q,3,4,0.9030303030303031
1,Q,3,5,0.9151515151515152
1,Q,3,6,0.9030303030303031
1,Q,3,7,1.0
1,Q,3,8,0.9757575757575757
1,Q,3,9,0.9878787878787879
1,Q,4,5,0.9030303030303031
1,Q,4,6,0.9515151515151515
1,Q,4,7,0.9030303030303031
1,Q,4,8,0.9393939393939394
1,Q,4,9,0.9151515151515152
1,Q,5,6,0.8909090909090909
1,Q,5,7,0.9151515151515152
1,Q,5,8,0.8909090909090909
1,Q,5,9,0.9030303030303031
1,Q,6,7,0.9030303030303031
1,Q,6,8,0.9393939393939394
1,Q,6,9,0.9272727272727272
1,Q,7,8,0.9757575757575757
1,Q,7,9,0.9878787878787879
1,Q,8,9,0.9878787878787879
20,Q,0,1,0.793939393939394
20,Q,0,2,0.7454545454545455
20,Q,0,3,0.9030303030303031
20,Q,0,4,0.7333333333333333
20,Q,0,5,0.6727272727272727
20,Q,0,6,0.7333333333333333
20,Q,0,7,0.696969696969697
20,Q,0,8,0.6484848484848484
20,Q,0,9,0.9515151515151515
20,Q,1,2,0.41818181818181815
20,Q,1,3,0.9151515151515152
20,Q,1,4,0.40606060606060607
20,Q,1,5,0.38181818181818183
20,Q,1,6,0.696969696969697
20,Q,1,7,0.3939393939393939
20,Q,1,8,0.4303030303030303
20,Q,1,9,0.696969696969697
20,Q,2,3,0.5878787878787879
20,Q,2,4,0.9878787878787879
20,Q,2,5,0.8909090909090909
20,Q,2,6,0.7333333333333333
20,Q,2,7,0.806060606060606
20,Q,2,8,0.9151515151515152
20,Q,2,9,0.793939393939394
20,Q,3,4,0.5757575757575758
20,Q,3,5,0.5393939393939394
20,Q,3,6,0.7818181818181819
20,Q,3,7,0.6606060606060606
20,Q,3,8,0.6363636363636364
20,Q,3,9,0.8303030303030303
20,Q,4,5,0.9030303030303031
20,Q,4,6,0.7212121212121212
20,Q,4,7,0.8424242424242424
20,Q,4,8,0.8909090909090909
20,Q,4,9,0.806060606060606
20,Q,5,6,0.7818181818181819
20,Q,5,7,0.7575757575757576
20,Q,5,8,0.7454545454545455
20,Q,5,9,0.6848484848484848
20,Q,6,7,0.7212121212121212
20,Q,6,8,0.7575757575757576
20,Q,6,9,0.7090909090909091
20,Q,7,8,0.8303030303030303
20,Q,7,9,0.8181818181818182
20,Q,8,9,0.696969696969697
40,Q,0,1,0.8545454545454545
40,Q,0,2,0.8545454545454545
40,Q,0,3,0.9272727272727272
40,Q,0,4,0.9030303030303031
40,Q,0,5,0.9030303030303031
40,Q,0,6,0.9393939393939394
40,Q,0,7,0.9151515151515152
40,Q,0,8,0.8424242424242424
40,Q,0,9,0.9151515151515152
40,Q,1,2,0.9151515151515152
40,Q,1,3,0.8545454545454545
40,Q,1,4,0.7090909090909091
40,Q,1,5,0.9151515151515152
40,Q,1,6,0.9393939393939394
40,Q,1,7,0.9151515151515152
40,Q,1,8,0.8787878787878788
40,Q,1,9,0.8424242424242424
40,Q,2,3,0.9030303030303031
40,Q,2,4,0.7575757575757576
